<<<<<<< HEAD
PDBID,RMSD
5mjc,1.4459572669580526e-07
5mjd,0.4221970272438722
5ndc,0.3860588333675342
5nvi,1.0224461887720061e-07
5nw6,0.3821447386398755
5o17,1.0224461887720061e-07
5o18,0.4063341729807139
5o1k,1.0224461887720061e-07
5o27,0.4715318791792314
5vjs,0.4626587247419882
5vju,0.4613773177067865
5z7e,0.2541962859830661
5zm9,0.6825821097765616
6a2j,0.2556382795435601
6eye,0.3855670923941504
6ied,0.2487132932349362
6ied,0.0
6nzx,1.0224461887720061e-07
6r1q,1.0224461887720061e-07
6vdp,0.5764644441811106
6vdq,0.493600342678459
6vdz,0.7484860324813087
6vz6,0.4667664746107783
6zmq,0.6153781073361794
7nho,0.6059218362584745
7nhp,0.7421341202228955
7nhq,0.7211577192064421
7red,0.4485290354339447
2hz3,0.3831173159842722
2hz3,0.3825158980701281
3x33,0.221280547648333
3x35,0.2606949562730058
4kvk,0.4208041329254136
4xxl,0.4923127516292657
5eqm,0.3694800688059445
5ev5,0.0
5eys,1.0224461887720061e-07
5f0b,0.0
5mjc,1.4459572669580526e-07
5mjd,0.4072720751911466
5ndc,0.3782069563440936
5nvi,1.0224461887720061e-07
5o17,0.409732976479373
5o1k,1.0224461887720061e-07
6nzx,1.0224461887720061e-07
6r1q,0.4430616777456695
5mjd,1.0224461887720061e-07
5ndc,0.414074000975857
5nvi,0.3751184768536189
5o17,1.0224461887720061e-07
5o1k,0.3977557025006824
6nzx,0.4796352497728436
6r1q,0.443398752830223
5mjd,1.0224461887720061e-07
5ndc,0.0
5nvi,0.3801314493711257
5o17,1.0224461887720061e-07
5o1k,0.4204226908437535
6nzx,0.4453654673079462
6r1q,0.4268381084170789
102m,0.5147272161670637
155c,0.5790779503318656
1a2f,0.3602943772185151
1a2g,0.3425931094081939
1a6k,0.5078293007656401
1a6m,0.282963808882885
1aa4,0.4026301289061917
1ac4,0.3789885939811052
1ac8,0.4064922311166811
1aeb,0.4061483081152847
1aed,0.3951351375769981
1aee,1.3225083261137706e-07
1aef,0.4157593366124357
1aeg,0.4217538193765462
1aeh,0.4279047874732575
1aej,0.4186679168637422
1aek,7.635505380873066e-08
1aem,0.3755233256219429
1aen,0.3777375639999052
1aeo,0.3854549963186313
1aeq,0.433701813407765
1aes,0.4854856674242589
1aet,7.635505380873066e-08
1aeu,0.3807666849929486
1aev,0.3689107146688782
1aom,1.0224461887720061e-07
1arp,1.8703092111414341e-07
1ash,0.5909987782632629
1b5m,0.3199034874640741
1b7v,0.5002286866474644
1bej,0.3955347080007013
1bek,0.4089920861902643
1bem,0.3235521314251346
1beq,1.0798235265203437e-07
1bva,0.3874821801888893
1bz6,0.4777208570294566
1a6m,0.1992718957390154
1a6n,0.3470314889323156
102m,0.511037471676617
155c,0.5715717224397087
1a2f,0.3602947364255546
1a2g,0.3411910708449778
1a6k,0.5105458404604899
1a6m,0.3417256084025382
1a6n,0.3470318420204288
1aa4,0.4062715711878298
1abs,0.4395890354292658
1ac4,0.3755161713142682
1ac8,0.3759314066738162
1aeb,0.4046147766525905
1aed,7.635505380873066e-08
1aee,0.3781904870919064
1aef,0.436563814469327
1aeg,0.4023914154597675
1aeh,7.635505380873066e-08
1aej,7.635505380873066e-08
1aek,7.635505380873066e-08
1aem,7.635505380873066e-08
1aen,0.3845207284325274
1aeo,0.3866089000737723
4blx,0.3062856613277217
4blx,0.3062838858917796
4blx,0.3062774087289849
4blx,0.309823689869199
4blx,0.3063061121881874
4blx,0.3063036521444818
4blx,0.3062727254353313
4blx,0.306271400374652
4blx,0.3062831970569115
4blx,0.309821608418064
102m,0.5122101649616461
155c,0.5651659787508634
1a2f,0.3580812800615865
1a2g,0.3415180972259761
1a6k,0.5074969590495078
1a6m,0.2883152579271124
1a6n,0.347074804556027
102m,0.5141603105608941
155c,0.5771534706102422
1a2f,0.3580811033949817
1a2g,0.3388556949492037
1a6k,0.5026634497245117
1a6m,7.684926643613627e-08
1a6n,0.3470747815623258
1aa4,0.3883183466017483
1abs,0.4373015914123702
1ac4,0.3804418917542734
1ac8,0.423473668812009
1aeb,1.8703092111414341e-07
1aed,0.4126494334263366
1aee,0.425915834502501
1aef,0.4302153572460667
1ash,0.4425806775207426
1aef,1.8703092111414341e-07
1aeg,0.4427331935251907
1aeh,0.4569837245439562
1aej,1.8703092111414341e-07
1aek,1.8703092111414341e-07
1aem,0.4165294720875208
1aen,0.3832972084984644
1aeo,0.3789232936854522
1aeq,0.375024012161688
1aes,0.4824939480114717
1aet,7.635505380873066e-08
1aeu,0.3856163075466067
1aev,0.3695788646893341
1akd,0.5880718474672819
1aom,0.5094526723069788
1arp,0.411845193720662
1arx,0.3037301675412336
1ary,0.3461056234553632
1ash,0.5114776977520475
1b5m,0.3204759049005914
1b7v,0.52396029588184
1bej,0.3946721184504443
1bek,0.4106637550274598
1bem,0.3042977495535464
1beq,0.3977643830635254
1bgp,0.4238832591920771
1bva,0.3804176240811602
1bz6,0.4712348496463194
1bzp,0.2662658473546198
1c52,0.0
1c6r,0.6153301757810004
1c75,0.4713499848001776
1cc5,0.4548712372166971
1cca,0.3302613236354264
1ccb,0.4052805744661082
1ccc,0.3018996606197882
1cce,0.3700037877798011
1cci,1.0798235265203437e-07
1ccj,0.3984413325079219
1cck,0.404226258884136
1ccl,0.3335887682080938
1ccp,0.4091048990488265
1ccr,0.4768670591982429
1cgn,0.4123281576160391
1cgo,0.4172738876046367
1ch1,0.4310319145215441
1ch2,0.2183403646177803
1ch2,0.2183643001459319
1ch3,0.4051355477020861
1ch5,0.4367400587861092
1ch7,0.4544917637159748
1ch9,0.4602816967777779
1chh,0.0
1chi,0.5332850474635962
1chj,0.5055044760454923
1cie,1.4459572669580526e-07
1cif,0.4062935949767429
1cig,0.4771068812132265
1cih,0.4424459851279281
1cik,2.020164837208565e-07
1cio,0.2222525053518753
1ck6,0.3821449159683848
1cmp,0.3690331852537104
1cmq,0.37542810906952
1cmt,0.3660217288850466
1cmu,0.4946329085100706
1co6,0.4458408024126479
1co8,0.4018066157350562
1co9,0.4591254423752709
1cot,0.4081414959137008
1cp0,0.4699053292869196
1cp5,0.4631098390242124
1cpd,0.3424880301633889
1cpe,0.4036107966353021
1cpf,0.3541937699132642
1cpg,0.312737826170868
1cpo,0.5070032462269726
1cpq,0.4648855619224867
1cpr,0.4591682489519091
1cpt,0.5193401296607302
1cpw,0.4104170144121979
1crg,1.0224461887720061e-07
1crh,0.4934290045239495
1cri,0.4099378414216442
1crj,0.4791180639550846
1cry,1.4459572669580526e-07
1csu,1.4459572669580526e-07
1csv,0.5131339559565327
1csw,0.5205932586233429
1csx,0.5510756430175283
1ctj,1.4459572669580526e-07
1cty,1.0224461887720061e-07
1ctz,0.5540785311581773
1cxc,0.3728807654835379
1cxy,0.4988427750260931
1cyf,0.4739472784089316
1cyi,0.741738810383229
1cyj,0.6231539028213483
1cyo,0.3549295665882782
1d06,0.2732538226393954
1d06,0.2753106786920788
1dcc,0.335231879894486
1dj1,0.4489558079551565
1dlw,0.4435448667359896
1dm1,0.2315823325924398
1do3,0.3376271525410791
1do4,0.4966453601233885
1dp6,0.2683773694588059
1drm,0.4728569697108267
1dt1,1.4459572669580526e-07
1dt6,0.3426567291989917
1dti,0.371172307322063
1duk,0.5382621561315402
1dve,0.5000432218774356
1dws,0.465984629554023
1dwt,0.5193389067611603
1dxd,0.5974240444718707
1dy7,0.5471617114444187
1e29,0.5751855246868502
1e83,0.4367382087883152
1e84,0.4438927622942941
1e93,0.5546111128418857
1d06,0.2732537965598002
1dcc,0.3334082226079456
1dj1,0.4489559454928696
1dlw,0.4437975969304246
1dm1,0.2315823349703229
1do3,0.3376270558530317
1do4,0.4966439561606979
1dp6,0.2841995712483063
1drm,0.4727875305872174
1dt1,1.4459572669580526e-07
1dt6,0.3396262981937892
1dti,0.3612110694454566
1duk,0.5694139568984072
1dve,0.4972315394371007
1dws,0.4679762522496122
1dwt,0.5234159654734656
1dxd,0.5978061005574319
1dy7,0.5422857499025512
1e29,0.5862672846620496
1e83,0.4363480274633691
1e84,0.4459905135106737
1e93,0.0
1eca,0.6437702881055065
1ecd,0.6450973450170568
1ehb,1.0224461887720061e-07
1ehe,0.46095022346472
1ehf,0.350794505272629
1ehg,0.2756166210947848
1ehk,0.3958964716695654
1es1,1.4459572669580526e-07
1eup,0.3971521158109888
1ew0,0.3309141931353336
1f1f,1.0224461887720061e-07
1f63,0.5167543264767829
1f65,0.3202122778367165
1fcb,0.3860404517366769
1fcs,0.599700784162634
1flp,0.4932403324592147
1gdj,0.4037241480461645
1gdv,0.4792499631169778
1geb,0.3613814426221809
1ged,0.4288329836921294
1gjm,0.3675762579647811
1gvh,0.7460886446765334
1gw2,0.4481448533529549
1gwe,0.2096819989841413
1gwh,0.4766946329455187
1gwo,0.4502322586887538
1gwt,0.3807080100377698
1gwu,0.3622681765519761
1gza,0.2966893810919008
1gzb,0.3973905209956656
1h57,0.4580715595941798
1h58,0.4148599663276465
1h5a,0.4803397629350427
1h5c,0.4691251501436982
1h5d,0.4833259091603092
1h5e,0.4638725597147101
1h5f,0.4683980171794752
1h5g,0.4710514812007976
1h5h,0.4715360525322787
1h5i,0.4666094931498804
1h5j,0.4767991168383599
1h5k,0.462961555333067
1h5l,0.4789443401353704
1h5m,0.4792226940713783
1h5z,0.3849824756694754
1h6n,0.6230279815626983
1h7k,0.587384309620592
1hbz,0.4422117714136515
1hlb,0.5485678159340943
1hrc,0.5791934317733156
1hrm,1.1173861500131634
1hsr,0.3138058957994377
1hsy,0.6102431615669679
1hzu,0.5278373694127202
1hzv,0.5356660303308269
1io3,1.4459572669580526e-07
1irv,0.5538632180025612
1irw,0.4303740074131606
1iwi,0.3505318356193657
1iwj,0.3864487159430594
1iwk,0.4581174978829432
1iyn,7.635505380873066e-08
1j52,0.4711581509219463
1j77,0.4252260715724941
1jci,0.3318778453659841
1jdl,0.3278821610311749
1jdr,0.3627691924871902
1jf3,0.578192553253194
1jf4,0.5554936182184149
1jio,0.5383343575254943
1jp6,0.4848006291187741
1jp8,0.5219269236476125
1jp9,0.4661738469892932
1jpb,0.282115490145614
1kb0,0.0
1kbi,0.5491916667568838
1kfr,0.62487705174138
1kr7,0.472970442315705
1krj,0.3836512580843855
1kv9,0.5416618836212337
1kxm,0.3477969367946339
1kxn,0.3748739158131087
1kzm,0.4500983898911255
1l9b,0.0
1lco,0.6257013000425137
1ldc,1.0224461887720061e-07
1lfk,0.3274369663339744
1lg9,0.4290565656086743
1lgf,0.3986826219713859
1lh2,0.5880513890049468
1lhs,0.6272345639720792
1llp,0.2713711106223357
1lqx,1.0224461887720061e-07
1lr6,1.770928746958274e-07
1ls9,0.5114739320987176
1lsw,0.4340995650014523
1ltd,0.4978728797857306
1ltw,0.2938311981634472
1lue,0.4849957075489531
1lwl,0.6140527618806066
1m20,0.3401133540790957
1m2i,1.0224461887720061e-07
1m2m,1.0224461887720061e-07
1m59,1.4459572669580526e-07
1m7v,0.5640659462850298
1m7z,0.5865359187572601
1m85,0.6380371255378717
1mba,0.4755278543245194
1mbd,0.2604966675595257
1mbo,0.273848938141474
1mbs,1.1438049429467716
1mgn,1.1526821338626794
1mj4,0.1932882495963374
1mk8,0.3250792378800339
1mkq,0.3488908418734175
1mkr,0.3495580370395147
1mlg,0.5569790834766241
1mlh,7.635505380873066e-08
1mlk,0.5389248130483607
1mll,0.4093958849011668
1mln,0.5049176010677369
1mlo,0.5408783197014012
1mlr,0.5017047302386307
1mls,1.5271010761746133e-07
1mn1,0.3531651333064868
1mn2,0.381622150868164
1mnh,0.2778684435851109
1mnp,0.4481681200906792
1moa,0.4872818103344572
1mob,0.6157532347957635
1mod,0.6326532104634915
1mti,0.6288182231825867
1mtj,0.6325107557358594
1mtk,0.5669653077369784
1myt,0.524425571167752
1mz4,1.4459572669580526e-07
1n4g,0.5199553390136106
1n5u,0.4997833173753283
1n6b,0.0
1nek,0.6547335628464678
1nen,0.647039008993155
1nr6,0.2715479495856305
1ntf,0.4641449628138976
1nz2,0.2036640083356585
1nz3,0.3820586151165842
1nz4,0.4975760589460319
1nz5,0.4694082895071445
1o16,0.4639863294066269
1oaf,0.3422148216401081
1oag,0.3636601528494259
1obm,0.4581027591150289
1ofj,0.4515598513164566
1ofk,0.4567481556110109
1oxa,0.5260459204710819
1p3t,0.4283451159525256
1p7r,0.5539540029725745
1pa2,0.3896259858541119
1phc,0.2702880639293327
1pkf,0.475447750034642
1po5,0.329444386971163
1q5d,0.4677858854524221
1q5e,0.3385481219463991
1qhu,0.5354787433708637
1qmq,0.3840277996318564
1qo4,0.4138095302828637
1qw6,0.4304609173276055
1qwc,0.473554193595238
1r9o,0.3612595956746376
1rap,0.3543584065856126
1raq,0.4889549423174892
1re9,0.2905356973613097
1rf9,0.4189882189181386
1rom,0.578518572000217
1rse,0.3927583025813532
1rtx,0.0
1ryc,0.3215391936245415
1sk7,1.3225083261137706e-07
1sog,0.3366893880476183
1stq,0.3421401840875111
1t93,0.407695170853374
1tqn,0.4397877194149852
1u13,0.5013611514160583
1u75,0.5647493973912856
1u7s,0.4665538313865109
1u9u,0.3542693742778073
1ub2,0.2203944880255182
1ubb,0.3405186558920455
1ue8,0.5094711073155554
1ulw,0.3383236158647448
1uvy,0.3924075366054577
1v07,0.3220237914399107
1v5h,0.4521582869393845
1vag,0.4550152062167974
1vgi,0.4121337916741443
1vxa,0.6586693914370502
1vxb,0.6205627214553578
1vxd,0.5981739955486276
1vxe,0.6015236112639517
1vxg,0.6134140178203289
1vxh,0.6026592519554905
1w0e,0.477471255542078
1w0f,0.367450309716922
1w2l,0.5272449105955311
1wla,0.5710797063177279
1x3k,0.5673638205117241
1x46,1.5271010761746133e-07
1x8v,0.3704241183895329
1xbn,0.3529751300237239
1xch,0.4532305089941373
1xj3,0.4052566187270433
1xme,0.4122591727204231
1xqd,0.3896015136843231
1y01,0.5010367689124844
1y28,0.2909742191918198
1y5l,0.0
1ycc,0.513532127516658
1yea,0.549433250885254
1yeb,0.4773181125521514
1yiq,0.5824366142004422
1yma,1.0334348931464703
1ymb,1.0798235265203437e-07
1yrc,0.4708507385825403
1yrd,0.4937234465349807
1ytc,0.4756441889742415
1ywd,0.3995534755417275
1yyd,0.2751627487935263
1yyg,0.2850608780250476
1yzp,0.2888281285278624
1yzr,0.4042107681289704
1z8o,1.131803186601499e-07
1z8p,0.3892035109940011
1z8q,0.4343798461420036
1zby,0.3172347969817742
1zbz,0.2870009872312073
1zoy,0.5730170702945738
1zvi,0.4192025258997061
2a3f,0.3765448533824811
2acp,0.3217784404892455
2ah7,0.3083182186637385
2aiu,0.5281731806264036
2al0,0.305875264388638
2all,0.2577603674206624
2amm,0.2947909865664648
2an0,0.5766462636676394
2an2,0.4501801547470834
2anz,0.3678021068291046
2aqd,0.3232825665827966
2as1,0.3298668560338827
2as2,0.3120314229837884
2as3,0.3290734455212553
2as4,0.3179323493623495
2as6,0.2706575341176352
2b0z,0.6075114219549049
2b4z,1.0224461887720061e-07
2bcn,0.5417199028669992
2bgv,1.770928746958274e-07
2bh4,0.5198468918421261
2bh5,9.997223250598128e-08
2bk9,0.3830159317135235
2blf,0.0
2blh,0.3806444425612603
2bli,0.360628577719773
2boq,0.398422337865851
2bpb,0.56784160423443
2bwh,0.4617699458999777
2c2c,0.0
2c7x,0.5089785055299899
2c8s,0.2719220473459923
2c9x,1.0224461887720061e-07
2ca3,0.5829795824857982
2ca4,0.6173117657245123
2cag,0.6917686372944907
2cah,0.5889567270374374
2ccp,0.3232874601919278
2ce0,0.63233416519171
2ce1,1.0224461887720061e-07
2cep,0.3573966705230768
2civ,0.3778053181477538
2ciw,0.2841312967326626
2cix,0.3032956358139235
2cj0,0.3823114876515107
2cj1,0.3129529334096733
2cl4,0.3689386032102203
2cmn,0.247424814739143
2cp4,0.4215546276252321
2cpo,0.4590743230416146
2cpp,0.3833443263799669
2d09,0.4039108140034844
2d0e,0.4374115487077334
2d0s,0.6581261554851086
2e2y,0.3848052152476298
2eun,0.3682706324024032
2euo,0.2949055250578964
2eup,0.3443240240744728
2euq,0.2759588068646845
2eur,0.4254090588486172
2eus,0.3445601224258466
2eut,0.3639410636252815
2euu,0.3866833894691853
2fr7,0.3411496574374181
2g5g,0.4486970606749416
2gdm,0.4319548947270489
2ggn,0.4496541156475137
2ghe,1.3225083261137706e-07
2gjm,0.4656968961123784
2hbg,0.3590601508864061
2hi4,0.4141730139574633
2hz1,1.4459572669580526e-07
2hz2,0.421449035557086
2hz3,0.3795207122663251
2ia8,0.4705833490110933
2icv,0.4154109114623378
2iiz,0.3084045074813506
2imq,0.3753210385259595
2ivf,0.4983907882013292
2j0p,0.3565675868267596
2j18,0.28904066407156
2j19,0.3598534908346799
2jjn,0.3083420499400678
2jjo,0.2275338304264525
2mbw,0.5909199824557264
2mgb,0.5756300620542318
2mgd,0.6094214937041109
2mge,0.6105131583286076
2mgg,0.6169605262461753
2mgh,0.579765309379505
2mgi,0.6138000211147242
2mgj,0.5735093643395339
2mgl,0.5756278734647798
2mgm,0.4305939050498067
2nni,0.4471013880790185
2nnj,0.2639248838926141
2nqx,0.397200788369432
2nrl,0.4006622398319286
2nrm,0.3800085954693671
2nwb,0.281204421249648
2o86,0.4699782150530863
2oh8,0.4853223675456286
2oh9,1.0798235265203437e-07
2oha,0.470969065546619
2ohb,0.4686455372411129
2owh,0.4903089070494557
2oye,0.5619172983246237
2oyu,0.4783473187383156
2oz0,0.600061495181311
2pt3,0.4007916906388279
2pum,0.4638027416747808
2q8q,0.4229858781280682
2q9f,0.5300342320139869
2q9g,0.4755440395070975
2qbl,0.1804800775327693
2qbn,0.326685695803068
2qpe,0.49620504198146
2qqt,0.4467361239691811
2qrb,0.5071598605246309
2r5l,0.2969718780627537
2r79,0.447877613375589
2r7a,0.9234712825591584
2rbt,0.2746201868848356
2rbu,0.2679640366130996
2rbv,0.2671229500912522
2rbw,0.3237695573079605
2rbx,0.2851986731417363
2rby,0.2957320940388038
2rbz,0.3165276986851391
2rc0,0.3241003768118721
2rc1,0.4294592648327949
2rc2,0.2740641926122376
2spm,0.5575076234628319
2spn,1.3310683399178564e-07
2spo,0.6013874767450399
2uuq,0.3696945545372654
2v07,0.0
2v1h,0.4321244288307773
2v1i,0.4232443331944308
2v1j,0.448050875508972
2v1k,0.4976700447047215
2v23,0.3374905742970182
2v2e,0.3496793023037422
2v7i,0.4500686304811854
2v7j,1.453665134838348
2vcf,0.3537107924601661
2vcs,0.3410168588609229
2veb,0.4248953213103996
2vka,0.379189416712011
2vku,0.2464380055899608
2vlx,1.0729674348125689e-07
2vly,0.2698925057630748
2vlz,0.3441167084674321
2vn0,0.3434966619822065
2vnx,1.770928746958274e-07
2vnz,0.3833764067033565
2vo2,0.4660606311504915
2vyw,0.2769576729807409
2vyy,0.2906908450414098
2vyz,1.086812748524074e-07
2w23,0.295816218178333
2w6w,0.4861368121247241
2w6x,0.4524544506506942
2w6y,0.5038123166364574
2wgy,0.2116528725476568
2wio,0.4077954282361192
2wm4,0.3289395228106369
2wm5,0.2152516506230382
2wtg,0.3015563268433511
2x07,0.3004052879284088
2x08,0.2809267195262902
2x5l,0.3467143789138451
2x5w,0.4454164115527581
2x9p,0.546968865439446
2xbk,0.378086823091152
2xc3,0.2397723172168023
2xi6,0.4270150722516739
2xif,0.3942632121388141
2xih,0.3281297683838299
2xil,0.3089657474249199
2xj5,0.2933089139480385
2xj6,0.3692239718478299
2xj8,0.3048562574299513
2xkg,1.086812748524074e-07
2xkh,0.3971830741455922
2xki,0.260245875910038
2xl8,0.4566504583694929
2xld,0.3233938812186043
2xlh,0.4444498765287596
2xm0,0.4275414044333538
2xm4,0.4689790003826926
2xn8,0.2666747102732521
2xvx,0.4427458371730065
2xvy,7.786718186642898e-08
2xvz,0.4320734961648776
2y5a,0.2986422071609375
2y6a,0.3579019275845602
2y6b,0.4142910909463405
2y98,0.4429530021734238
2yca,0.4345533649385504
2ycc,0.4835172140535905
2ycg,0.3363155897518387
2ykz,0.4307980149651186
2yli,0.4437624052078914
2yqb,0.3993809898430929
2z3u,0.3253077950023877
2z6f,0.3626284713105491
2z6s,0.2652655072090001
2z6t,1.0729674348125689e-07
2zax,0.4142271571553484
2zby,0.4831409279757604
2zbz,0.4884579861177972
2zon,0.3504496212646059
2zoo,0.0
2zuh,0.4411402954434287
2zui,0.4455297300219328
2zuj,0.42952541132347
2zwj,0.4352502523423767
2zwt,0.4586668911425453
2zwu,0.4692753172920302
2zxy,0.4386864306231403
351c,1.0224461887720061e-07
3a1l,0.3866698829656652
3a2g,0.5004550005520092
3a4g,0.3056015881640608
3a5a,0.4596339823750859
3a5b,0.3425748039442786
3aba,0.364659382865097
3abb,0.3064972478099982
3ae4,1.0224461887720061e-07
3aeb,0.5421590521398778
3aef,0.537824423785663
3afv,0.3651105686586928
3awm,0.3102389574788153
3awp,0.3268310582943047
3awq,0.3554675429583903
3b47,0.4239821499825524
3b4x,0.5497284970705172
3buj,0.3667019194290715
3c2c,0.2854441011297103
3ccp,0.3193662659264689
3ccx,0.383737320422209
3cp4,0.4112828637876959
3cp5,0.520500744866029
3cqv,0.5156198147484055
3cu4,0.400311619405134
3cv8,0.4986823513852958
3cv9,0.2612551253434747
3cy0,0.5062088369238463
3cy1,0.4535684118177643
3dam,0.5845755389152207
3dan,0.4977074876482956
3dbm,0.3423283646859325
3de9,0.3150965824809445
3dmi,1.0224461887720061e-07
3dp5,1.4459572669580526e-07
3e2n,0.3179328548808188
3e2o,0.3221598759690166
3e4y,0.6141261031137147
3e5j,0.5346919512921657
3e5l,0.6208814558422406
3ecl,0.2851125614216396
3eh4,0.5740800217557618
3eh5,0.3966361804023217
3emm,0.471614374634746
3eqm,0.2804082792623332
3erh,0.4151658855845042
3eri,7.635505380873066e-08
3exb,0.2919946208113138
3fkg,0.3346529375744009
3fm1,0.3135348582397069
3fm4,0.3365520281455701
3fm6,0.2893260564722049
3fmu,0.3135006459195847
3g5f,0.4579844141883101
3g5h,0.4120137377226197
3gck,0.4729976812311616
3gcl,0.4162037819647839
3h57,0.2761240119214254
3h58,0.4570533269190903
3hb6,0.6147892074865561
3hc9,0.4131692109595355
3hen,0.3034026938992062
3i6n,0.4186937521265979
3iqb,0.4695386753719172
3ivy,0.2665809624420831
3iw0,0.1992408254129865
3iw1,0.2107470546501526
3iw2,0.429114165255221
3k9z,0.4358545746067557
3krq,0.4202125147398186
3kw4,0.3521443948452496
3l1m,0.3876801806527206
3l61,0.3187721199882149
3l62,0.3664277242856962
3l63,0.4770331668832334
3m23,0.3030092848747404
3m25,0.291089050970761
3m26,0.3027219810365288
3m27,0.3060036982222041
3m28,0.2880771235663248
3m29,0.2861798706764042
3m2a,0.2719176752739746
3m2b,0.2859867758851592
3m2c,0.2925669292785559
3m2d,7.635505380873066e-08
3m2e,0.2797235170712187
3m2f,0.2912534483715575
3m2g,1.0798235265203437e-07
3m2h,0.2962050616842445
3m2i,0.2882854722975889
3m38,0.653321147083754
3m39,0.5996863409605684
3m3a,0.676112638243581
3m3b,0.6506070815191564
3m5q,0.2572213694271327
3m8m,0.2309026872205865
3m97,0.4671595142547212
3mm1,0.3499109081074329
3nv5,0.3837730870018572
3nv6,0.3963473732384494
3o1a,0.4749237037120217
3o89,0.3135909896847837
3ogb,0.3483767600339973
3oia,0.2510374241703041
3ol5,0.4133563017911968
3oo3,0.4189838330172042
3ovu,1.0224461887720061e-07
3p6m,0.4675741109124087
3p6n,0.3655507882897383
3p6o,0.5381922938229344
3p6p,0.4414696159912882
3p6q,0.437016562522039
3p6r,0.4262314597767346
3p6s,0.4746941836673802
3p6t,0.4486611530426548
3p6u,0.3941337864222742
3p6v,0.3357336874455526
3p6w,0.4291351555671435
3p6x,0.2511732841971687
3pc2,0.4107438779018707
3pc3,0.3602385880714038
3pc4,1.0596381293402777e-07
3pm0,0.5356702383462684
3py4,0.4239078457115252
3q3u,0.2258751690381584
3qf1,0.380069822586049
3qjq,0.5266226776565619
3qjs,0.4808501998198554
3qjt,0.5406734135223377
3qju,0.5688879506721075
3qjv,1.0224461887720061e-07
3qns,0.3151015057779581
3qzx,0.4306854108967609
3qzz,0.4005250576880738
3r5o,0.5083432296834826
3rgk,0.5066247194469989
3rwl,0.3529673752650929
3s79,0.2472376143343747
3s8f,0.4406288692032673
3s8g,0.4481232553756417
3sfd,0.5018549966071202
3sfe,0.4728475868606363
3sxv,0.3953296714094316
3tga,1.6347431864557802
3tgy,0.4936179406227763
3tkt,0.2514290263476679
3tm3,0.2708393942828906
3tm9,0.4526151175805522
3u3e,0.420818631751522
3ua1,0.5362987889736881
3uas,0.2506001174075916
3uba,0.4829465071526618
3vm4,0.3883001409544278
3vno,0.359785225099063
3vnw,0.536389166049464
3voo,1.1239159602905076e-07
3vp5,0.3489386078951799
3vrm,0.3848319784393569
3vtj,0.4834040181886198
3vu3,0.4723941453946538
3vxi,0.4033258035815587
3vxj,0.3759758531858921
3vym,0.4648937361891027
3wc8,1.0798235265203437e-07
3wec,0.4143966784169993
3wfw,0.0
3wnu,0.5476121262394458
3wui,0.4634155944356988
3wvs,0.3709287163472812
3wxo,0.4668190284929049
3x16,1.348699152348609e-07
3x32,0.3062438904069773
3x33,0.2543090101424871
